municipio;RP
Dom Joaquim (MG);0,654890962
Dois Vizinhos (PR);0,654825666
Olho d'Água (PB);0,654814177
Mundo Novo (GO);0,654807423
Ibicuí (BA);0,65439623
São Miguel do Tapuio (PI);0,654117328
Jutaí (AM);0,65404816
Palmitos (SC);0,653778132
Otacílio Costa (SC);0,653507227
Palmeira dos Índios (AL);0,653502593
Varre-Sai (RJ);0,653464225
Sapezal (MT);0,653404782
Urupá (RO);0,653391727
Envira (AM);0,653385772
Paula Cândido (MG);0,653280812
Santa Rosa do Tocantins (TO);0,653224233
Juruena (MT);0,653080323
Senador Modestino Gonçalves (MG);0,653020508
Anadia (AL);0,652896826
Paty do Alferes (RJ);0,652766608
Jenipapo dos Vieiras (MA);0,652650424
Antonina do Norte (CE);0,652593099
Bom Retiro (SC);0,651924458
Campo Belo do Sul (SC);0,651513987
Sarapuí (SP);0,651397297
Tomazina (PR);0,651305494
Miguel Alves (PI);0,651273704
Colônia Leopoldina (AL);0,651262413
Josenópolis (MG);0,651244766
Muqui (ES);0,651109393
Esmeraldas (MG);0,650988262
Conceição do Lago-Açu (MA);0,650979665
São Domingos (PB);0,650706992
Jenipapo de Minas (MG);0,650520313
São Roberto (MA);0,650313188
Cordeiro (RJ);0,649986871
Arandu (SP);0,649927277
Espírito Santo do Turvo (SP);0,649924327
Jussara (GO);0,649786649
Simonésia (MG);0,64978447
Santópolis do Aguapeí (SP);0,649622202
Areal (RJ);0,649565449
Damianópolis (GO);0,649455632
Mostardas (RS);0,649455632
Lourdes (SP);0,649455632
Potiraguá (BA);0,649202778
Terra Nova (BA);0,648974465
São João do Jaguaribe (CE);0,648901016
Viçosa (RN);0,648742728
Belágua (MA);0,648687954
São Domingos do Capim (PA);0,64841562
Lagoa do Tocantins (TO);0,648347346
São José do Seridó (RN);0,648315736
Pacatuba (SE);0,648312773
Terezópolis de Goiás (GO);0,648311073
Alpercata (MG);0,648232552
Guimarães (MA);0,648193328
Alta Floresta D'Oeste (RO);0,648126142
Sertão Santana (RS);0,648015597
São Pedro dos Ferros (MG);0,64800555
Vera Cruz (RS);0,647996728
Nova Araçá (RS);0,647620271
Corumbá de Goiás (GO);0,647487957
Frei Lagonegro (MG);0,647348875
Santana do Maranhão (MA);0,647181585
Xexéu (PE);0,647162317
Barra do Rio Azul (RS);0,64715803
Pocrane (MG);0,647122258
Jardim Alegre (PR);0,647075088
Cambuci (RJ);0,646967296
Indiana (SP);0,646903743
Iporanga (SP);0,646887345
Chapecó (SC);0,646842872
Santa Luzia do Norte (AL);0,646733532
Itamari (BA);0,646600275
Manaquiri (AM);0,646532379
Surubim (PE);0,646518294
Santo Estêvão (BA);0,646026721
Coribe (BA);0,645741804
Itabirito (MG);0,64550036
Telha (SE);0,644694809
Quadra (SP);0,644687235
Boninal (BA);0,644592581
Valença do Piauí (PI);0,644237599
Itapebi (BA);0,644216945
Reserva do Iguaçu (PR);0,644202901
Lajedo (PE);0,644172303
Miraselva (PR);0,644170133
Icatu (MA);0,643588162
Macaubal (SP);0,643291837
Uruana de Minas (MG);0,643123341
Quarto Centenário (PR);0,643117217
Rio do Oeste (SC);0,643000477
Santa Maria da Boa Vista (PE);0,642925544
Terra Rica (PR);0,642804422
Irati (PR);0,642659641
Bom Princípio (RS);0,64243823
Santa Izabel do Oeste (PR);0,642070209
João Dourado (BA);0,642034476
Planaltino (BA);0,642007375
Cruzeiro (SP);0,641996002
Arroio dos Ratos (RS);0,641849515
Gabriel Monteiro (SP);0,641698833
Ibirubá (RS);0,64154168
Itaoca (SP);0,641484523
Silveiras (SP);0,641476546
Iporá (GO);0,641192745
Atílio Vivácqua (ES);0,640829087
São Desidério (BA);0,640394749
Olho D'Água do Piauí (PI);0,640343058
Novo Alegre (TO);0,64030837
Picuí (PB);0,640138726
Nipoã (SP);0,639884707
Rafael Jambeiro (BA);0,639810578
Itamonte (MG);0,639528879
Trajano de Moraes (RJ);0,639242876
Buritizeiro (MG);0,639133878
Massaranduba (PB);0,63893683
São Félix do Xingu (PA);0,638852761
Puxinanã (PB);0,638674587
Santa Maria do Cambucá (PE);0,638656862
Barra do Turvo (SP);0,638499138
Peri Mirim (MA);0,638463765
São Gonçalo do Pará (MG);0,638419852
Aguiarnópolis (TO);0,638335311
Joaíma (MG);0,638325848
Amaporã (PR);0,63827223
Campinápolis (MT);0,638156704
Jaguaruna (SC);0,638139963
Santa Filomena (PI);0,638039211
Colorado (PR);0,637939254
Lapa (PR);0,63786723
Cambuquira (MG);0,63769338
Rio Espera (MG);0,637612547
Calmon (SC);0,637571895
Brasilândia do Sul (PR);0,637545442
Herval d'Oeste (SC);0,637377742
Capinzal (SC);0,63736574
Santana da Boa Vista (RS);0,637065675
Retirolândia (BA);0,637038379
Flórida (PR);0,636721208
Eliseu Martins (PI);0,636546644
Pedra do Indaiá (MG);0,636504425
Fonte Boa (AM);0,636376648
Lagoa Grande do Maranhão (MA);0,636308296
Bernardo do Mearim (MA);0,636110653
Três Coroas (RS);0,636027788
Manhuaçu (MG);0,635842551
São João das Missões (MG);0,63529367
Jitaúna (BA);0,635204255
Monsenhor Hipólito (PI);0,63514138
São Miguel do Iguaçu (PR);0,634915248
São Sebastião (AL);0,634826228
São João do Caiuá (PR);0,634806257
Parecis (RO);0,634498472
Turvo (SC);0,634368224
Três Marias (MG);0,634059297
Três Passos (RS);0,633982676
Santa Albertina (SP);0,633912583
Monte Carmelo (MG);0,633768035
Rio Quente (GO);0,633656246
Milagres (BA);0,632971391
Borba (AM);0,632964014
Mendes Pimentel (MG);0,632541518
Açucena (MG);0,632534782
Fazenda Nova (GO);0,632105873
Mogeiro (PB);0,631746179
Jordão (AC);0,631708634
Mãe do Rio (PA);0,631627883
Serrania (MG);0,631474378
Ibiracatu (MG);0,631432951
São Brás (AL);0,631126221
Barão do Triunfo (RS);0,630817832
Querência (MT);0,630798552
Itambé (PE);0,63077228
Nova Aliança (SP);0,630727866
São João do Manhuaçu (MG);0,630629157
Frei Rogério (SC);0,630330228
São Romão (MG);0,630252145
Riachão do Bacamarte (PB);0,630068897
Sinimbu (RS);0,629921993
Ilópolis (RS);0,629614192
Serra do Salitre (MG);0,629588376
Novo Tiradentes (RS);0,629481694
Santa Teresa (ES);0,629295399
Santo Antônio da Patrulha (RS);0,62908595
Jataizinho (PR);0,628948822
Buritis (MG);0,628915213
Lagoa Nova (RN);0,628895584
Valentim Gentil (SP);0,628817519
Seberi (RS);0,628803486
Lajeado (TO);0,62875508
Carneiros (AL);0,628598573
Paracatu (MG);0,628574524
Maruim (SE);0,628425483
Malta (PB);0,628401496
Pavussu (PI);0,628332213
Coronel Barros (RS);0,628282734
Olho d'Água das Flores (AL);0,628272614
Paim Filho (RS);0,628159071
Rio do Campo (SC);0,6281158
Siderópolis (SC);0,627955497
Santa Inês (PR);0,627906189
Medeiros (MG);0,627807111
São Pedro dos Crentes (MA);0,627780907
Divisa Alegre (MG);0,627776287
Travesseiro (RS);0,627726633
Fernandópolis (SP);0,62741359
Floresta do Araguaia (PA);0,627393445
Cipó (BA);0,627216583
Caseara (TO);0,627079092
Botumirim (MG);0,627021931
Curral de Dentro (MG);0,62700618
São João da Fronteira (PI);0,626874053
Barro Alto (GO);0,62684899
Divino das Laranjeiras (MG);0,626449545
São Gabriel (BA);0,626410432
Acaiaca (MG);0,626361661
Miranda do Norte (MA);0,626214134
Aparecida (PB);0,62579456
Fronteiras (PI);0,625462681
Nova Bandeirantes (MT);0,62540172
Marcelino Ramos (RS);0,62540172
Elói Mendes (MG);0,625140502
Santo Antônio do Aracanguá (SP);0,624729967
Papagaios (MG);0,624727795
São José da Laje (AL);0,624710602
Cachoeira Grande (MA);0,624630571
Nova Veneza (SC);0,624074389
Lunardelli (PR);0,623861321
Ubaitaba (BA);0,623766775
Pirpirituba (PB);0,623727732
Magalhães de Almeida (MA);0,623725768
São João do Sabugi (RN);0,623721661
Tenente Portela (RS);0,623158436
Tangará (RN);0,623000132
Orizona (GO);0,622960979
Monte do Carmo (TO);0,622765675
Luís Correia (PI);0,622727929
Santa Cruz do Piauí (PI);0,622613099
Glória de Dourados (MS);0,622467529
Maraial (PE);0,622461483
Chapada dos Guimarães (MT);0,622437731
Borebi (SP);0,622404955
Castelândia (GO);0,622258998
São Bento do Sapucaí (SP);0,6219731
Gália (SP);0,621970833
Abaeté (MG);0,621816175
Riacho das Almas (PE);0,621795789
Tapera (RS);0,621740947
Camapuã (MS);0,621580153
Miradouro (MG);0,621356972
Agudo (RS);0,621074085
Muzambinho (MG);0,620944972
Cortês (PE);0,620924928
Orleans (SC);0,62088189
Serranópolis (GO);0,62057116
Catingueira (PB);0,620388479
Anapu (PA);0,6202964
Geminiano (PI);0,62023311
Santo Antônio do Jardim (SP);0,620195143
Primeira Cruz (MA);0,620164773
Jerônimo Monteiro (ES);0,619998681
Eldorado do Carajás (PA);0,619922356
Nova Era (MG);0,61973516
Cajuri (MG);0,619588299
Salvaterra (PA);0,619336653
Juranda (PR);0,619285321
Salgadinho (PE);0,619177187
Chapada de Areia (TO);0,618735212
Salgueiro (PE);0,618613466
Tonantins (AM);0,618513105
Crixás (GO);0,61843856
Santa Leopoldina (ES);0,618434785
Anaurilândia (MS);0,617801777
Ortigueira (PR);0,617723797
Solonópole (CE);0,617695576
João Neiva (ES);0,617672485
Desterro (PB);0,617494074
Abdon Batista (SC);0,617457818
Jequitibá (MG);0,617109805
Formoso do Araguaia (TO);0,617087762
São Luiz Gonzaga (RS);0,617087505
Reginópolis (SP);0,61707609
Guariba (SP);0,616929159
Tapurah (MT);0,616915058
Dobrada (SP);0,616904996
Mossâmedes (GO);0,616801438
Tupãssi (PR);0,616729565
Novo Horizonte do Oeste (RO);0,616673666
Pilar de Goiás (GO);0,616536489
Iomerê (SC);0,616271768
Nazaré (TO);0,616271768
Pirapozinho (SP);0,61619883
União do Sul (MT);0,615950625
Central de Minas (MG);0,615672573
São Francisco do Brejão (MA);0,615658968
Orobó (PE);0,615565293
Eldorado (MS);0,615459887
Nova Laranjeiras (PR);0,615353026
Água Branca (PB);0,615017438
Iracema (RR);0,614919081
Canto do Buriti (PI);0,614744216
Caetanos (BA);0,614521306
Mortugaba (BA);0,613727704
Ministro Andreazza (RO);0,613698409
Bofete (SP);0,613443752
Olivedos (PB);0,613173194
Ereré (CE);0,612940054
Pires do Rio (GO);0,612883253
Sagrada Família (RS);0,612792814
Mombuca (SP);0,612463533
Francisco Ayres (PI);0,612360705
Curralinhos (PI);0,612221942
Espírito Santo (RN);0,612151683
São José do Sabugi (PB);0,612101731
Canguaretama (RN);0,611847274
Itaquara (BA);0,610980584
São João Nepomuceno (MG);0,610968431
Taquaritinga do Norte (PE);0,610965094
Cocalinho (MT);0,610822419
Monte Alto (SP);0,610494301
Terra Roxa (PR);0,610421624
São João da Ponta (PA);0,609872557
Capim Branco (MG);0,609683098
Iconha (ES);0,609622072
Nortelândia (MT);0,609546169
Central (BA);0,6094109
São Miguel de Taipu (PB);0,609381664
Pedrão (BA);0,609352919
Martinho Campos (MG);0,608966111
Paranã (TO);0,608672135
Croatá (CE);0,608551184
Planalto (RS);0,608513589
Três Fronteiras (SP);0,60802945
Ouro Verde (SP);0,607794961
Alegre (ES);0,607675181
Pedra Preta (MT);0,607539034
Jaborá (SC);0,607263619
Porto Alegre do Piauí (PI);0,607147609
Tarabai (SP);0,607125751
Lagoa do Mato (MA);0,606944915
São Domingos do Prata (MG);0,606810834
Cônego Marinho (MG);0,606649174
São Jerônimo (RS);0,606278013
São Francisco de Assis do Piauí (PI);0,606096426
Pariquera-Açu (SP);0,605793898
Pau D'Arco (TO);0,605601715
Brejo do Piauí (PI);0,605537526
Quixaba (PE);0,605458333
Conquista (MG);0,605408298
Cacequi (RS);0,60539021
Maripá (PR);0,605365967
Coqueiro Seco (AL);0,605119026
São Pedro do Butiá (RS);0,605030328
Carrancas (MG);0,604704305
Dianópolis (TO);0,604459805
Ocauçu (SP);0,60431914
Bela Vista do Toldo (SC);0,60388756
Ipiaçu (MG);0,603864707
Orlândia (SP);0,603711204
Araçagi (PB);0,603573148
Silvânia (GO);0,603472597
Encanto (RN);0,603466919
Santo Afonso (MT);0,603305351
Sítio Novo (MA);0,603277868
Tapiramutá (BA);0,603142195
Colinas (MA);0,603125778
Xaxim (SC);0,603103732
Mesquita (MG);0,603065944
Mauá da Serra (PR);0,602873127
Graça Aranha (MA);0,602765563
Tracunhaém (PE);0,602761519
Fraiburgo (SC);0,602687688
São Julião (PI);0,602565474
Datas (MG);0,602514191
Xambioá (TO);0,60209113
Serra do Ramalho (BA);0,601973369
Senador Firmino (MG);0,601815418
Comodoro (MT);0,601809419
Sapeaçu (BA);0,601622319
Zortéa (SC);0,601531425
Mineiros do Tietê (SP);0,601454904
Pontes Gestal (SP);0,601297422
Itaberá (SP);0,600953218
Nova Santa Rita (PI);0,600698659
Cunhataí (SC);0,600614456
Lavrinhas (SP);0,60045891
Iaçu (BA);0,600443598
Teixeira (PB);0,60013944
Ribeirão Vermelho (MG);0,600109738
Severiano Melo (RN);0,600098424
Areiópolis (SP);0,600089311
Sapucaia (RJ);0,600038539
Braço do Norte (SC);0,599976778
Luz (MG);0,599860838
São Miguel do Anta (MG);0,599828773
Canas (SP);0,599274615
Irineópolis (SC);0,599254638
Bom Princípio do Piauí (PI);0,599213855
Além Paraíba (MG);0,599198249
Dom Inocêncio (PI);0,599181143
Araçás (BA);0,59904794
Itupeva (SP);0,599000868
São José da Safira (MG);0,598946208
Manaíra (PB);0,598788881
Capelinha (MG);0,598713326
Cafelândia (SP);0,598213606
Perolândia (GO);0,598182819
Bela Vista de Goiás (GO);0,59807614
Alto Paraíso de Goiás (GO);0,598033568
Serrinha dos Pintos (RN);0,598017742
Parazinho (RN);0,597915829
Schroeder (SC);0,597624793
Entre Rios do Sul (RS);0,597450805
Itaiópolis (SC);0,597295371
Abaiara (CE);0,597178271
Onça de Pitangui (MG);0,597175438
Salmourão (SP);0,597045319
Santa Luzia do Pará (PA);0,596848769
Bastos (SP);0,596811761
Viradouro (SP);0,596347511
Elias Fausto (SP);0,596285328
Loanda (PR);0,59618489
Santo Antônio do Paraíso (PR);0,595971051
Chã Grande (PE);0,595845355
Santa Maria da Serra (SP);0,595819491
Ribeirão do Sul (SP);0,595716199
Porto Rico do Maranhão (MA);0,595570667
Cedro de São João (SE);0,595123506
Monte Alegre (PA);0,595107065
Capitão Gervásio Oliveira (PI);0,594871289
Olímpio Noronha (MG);0,594804767
Doverlândia (GO);0,59474301
São José dos Basílios (MA);0,594657521
Careaçu (MG);0,594572057
Itororó (BA);0,594464715
Paulicéia (SP);0,594347832
Centenário (TO);0,594293047
Coroados (SP);0,594131634
Ipumirim (SC);0,594115631
São Gonçalo dos Campos (BA);0,5940153
Monte Azul (MG);0,593928581
Riacho da Cruz (RN);0,593911666
Feliz Natal (MT);0,59383739
São Sebastião do Oeste (MG);0,593830107
Acajutiba (BA);0,593666946
Coronel Vivida (PR);0,593476237
Barro Preto (BA);0,5934508
Montividiu (GO);0,593384908
Turvo (PR);0,593276876
Pratinha (MG);0,593068504
Uchoa (SP);0,592970362
Morro do Pilar (MG);0,592864062
Inocência (MS);0,592732591
Urucurituba (AM);0,592362122
Guaribas (PI);0,592347279
Brazabrantes (GO);0,592189003
Desterro do Melo (MG);0,592189003
Itacurubi (RS);0,591991277
Belém do Piauí (PI);0,591966571
Florínea (SP);0,591947356
Barra do Mendes (BA);0,591907742
Goioxim (PR);0,59149325
Irupi (ES);0,591189372
Santo Expedito (SP);0,591004625
Matões (MA);0,590432562
Rosário do Catete (SE);0,590414211
Candiba (BA);0,590278129
Fazenda Vilanova (RS);0,590276617
Tarumã (SP);0,590017481
Fátima do Sul (MS);0,589927189
Mutum (MG);0,589645081
Sandolândia (TO);0,589621283
Areia de Baraúnas (PB);0,589530798
Careiro (AM);0,58951302
Nova Belém (MG);0,589477343
Naque (MG);0,58938382
Edéia (GO);0,589358733
São Lourenço do Oeste (SC);0,589175796
Pinto Bandeira (RS);0,589113262
São Félix do Coribe (BA);0,589015309
Emas (PB);0,588845525
Cândido Mendes (MA);0,588785033
Ponte Branca (MT);0,588650025
Jiquiriçá (BA);0,588508112
Peixoto de Azevedo (MT);0,588428958
Jequiá da Praia (AL);0,588419147
Tamboara (PR);0,588236454
São José do Egito (PE);0,588205204
Cardoso (SP);0,587916205
Governador Eugênio Barros (MA);0,587913533
Itobi (SP);0,587625777
Tenente Laurentino Cruz (RN);0,587607964
Jacupiranga (SP);0,58744325
Contenda (PR);0,587049764
Gramado (RS);0,586927687
Buenos Aires (PE);0,58668033
Veredinha (MG);0,586653611
Ichu (BA);0,586503551
Fernando de Noronha (PE);0,586499245
Bannach (PA);0,586459564
Aratiba (RS);0,586042796
Ponto Chique (MG);0,585844685
Lagamar (MG);0,585695171
Baião (PA);0,585303637
Campo Alegre do Fidalgo (PI);0,58529797
Carrasco Bonito (TO);0,58525387
São Jorge d'Oeste (PR);0,585188749
São José de Ubá (RJ);0,585153094
Carlos Chagas (MG);0,585085735
Carmo da Cachoeira (MG);0,584943152
Córrego do Ouro (GO);0,584880581
Taipas do Tocantins (TO);0,584863558
Pontal do Araguaia (MT);0,584622496
Porteiras (CE);0,584319613
Vargem Alegre (MG);0,584285344
Quartel Geral (MG);0,584285344
Serrita (PE);0,584285344
Mulungu do Morro (BA);0,58417428
Montes Altos (MA);0,584124931
Monte Alegre dos Campos (RS);0,584101606
São Vicente do Sul (RS);0,58392454
Aratuípe (BA);0,583813983
Itaju (SP);0,583397127
Tavares (RS);0,583164305
Figueirópolis D'Oeste (MT);0,582818672
Estrela d'Oeste (SP);0,582765221
Cordilheira Alta (SC);0,58275772
Bom Jardim de Goiás (GO);0,582568175
Taquarussu (MS);0,582270567
Prata (PB);0,582270567
Ouro Preto (MG);0,582262784
Botuporã (BA);0,582059293
Seabra (BA);0,581639858
Califórnia (PR);0,581602059
Itapejara d'Oeste (PR);0,58137433
Quixaba (PB);0,58126838
Três Forquilhas (RS);0,581215729
Anta Gorda (RS);0,581097619
Porto Lucena (RS);0,580935084
Imbaú (PR);0,580676872
Angicos (RN);0,580668722
Ouro Verde (SC);0,580668722
Mundo Novo (BA);0,58058819
Pium (TO);0,580391747
Floresta Azul (BA);0,580217166
Sagres (SP);0,580152363
Coqueiral (MG);0,580141017
Santa Maria de Itabira (MG);0,579771551
Santa Vitória (MG);0,57968862
Normandia (RR);0,579522829
Ibirajuba (PE);0,579416299
Ruy Barbosa (RN);0,579364662
Nova Porteirinha (MG);0,579144748
Santo Inácio do Piauí (PI);0,578916841
Mondaí (SC);0,578742005
Socorro (SP);0,578685979
Aparecida d'Oeste (SP);0,578565468
Cafeara (PR);0,578502542
Ipameri (GO);0,578327682
São Miguel do Gostoso (RN);0,578225834
Abadiânia (GO);0,578148178
Miguel Pereira (RJ);0,578064865
Lago da Pedra (MA);0,578034966
Guaporema (PR);0,578018477
Guanambi (BA);0,577814871
Cerro Branco (RS);0,577369815
Angelim (PE);0,577096597
Ibitiúra de Minas (MG);0,577079447
Santa Cecília do Pavão (PR);0,577079447
Rio Brilhante (MS);0,577067436
Campo Novo (RS);0,577003798
Amapá do Maranhão (MA);0,576991963
Santa Terezinha (PE);0,576927592
Roseira (SP);0,57678759
General Sampaio (CE);0,576736662
Bananeiras (PB);0,576632605
Almino Afonso (RN);0,576431711
Rio Pardo de Minas (MG);0,5763801
Porto Estrela (MT);0,576129996
Neópolis (SE);0,575677219
Jataúba (PE);0,575544851
Pilão Arcado (BA);0,575485617
Florestópolis (PR);0,575352098
Santo Expedito do Sul (RS);0,575082041
Minador do Negrão (AL);0,575059786
Cipotânea (MG);0,574863075
Júlio de Castilhos (RS);0,574411543
Itaporanga d'Ajuda (SE);0,574131537
Ametista do Sul (RS);0,573898049
Araçuaí (MG);0,573578187
Alvarenga (MG);0,573481577
Tucano (BA);0,573417512
Andrelândia (MG);0,573385412
Arenópolis (GO);0,573178766
Planalto Alegre (SC);0,573178766
Arroio do Meio (RS);0,5729099
Aurora (SC);0,572823699
Mimoso do Sul (ES);0,572635446
Santa Maria do Herval (RS);0,572627284
Nova Alvorada do Sul (MS);0,572611418
Dois Lajeados (RS);0,572493986
Indiavaí (MT);0,572272247
Taquarana (AL);0,572266233
São João do Triunfo (PR);0,572047107
Rio do Antônio (BA);0,571596049
Quebrangulo (AL);0,57149751
Kaloré (PR);0,571214796
Lutécia (SP);0,571110928
São Sebastião do Passé (BA);0,570997053
Xanxerê (SC);0,570965218
Córrego Danta (MG);0,570467785
Medicilândia (PA);0,570257234
São Pedro de Alcântara (SC);0,570072724
Ribeirópolis (SE);0,57003239
Teodoro Sampaio (BA);0,569986377
São Martinho (RS);0,56994738
Edealina (GO);0,569754878
Itabela (BA);0,569556333
Santana do Matos (RN);0,569368618
Anapurus (MA);0,569268367
Itapuranga (GO);0,569047787
Itagi (BA);0,568855944
Pedro Alexandre (BA);0,56875074
Papanduva (SC);0,568739997
São João do Rio do Peixe (PB);0,56868944
Flor do Sertão (SC);0,568228147
Cabixi (RO);0,568015765
Turuçu (RS);0,567965001
Barra Bonita (SP);0,567843494
Boa Vista das Missões (RS);0,567811701
Rio Grande do Piauí (PI);0,567615938
Saudades (SC);0,567522359
Itaguara (MG);0,56708931
Pareci Novo (RS);0,566901536
Itaí (SP);0,566661646
Poço das Trincheiras (AL);0,56654861
Amargosa (BA);0,566390895
Joaquim Gomes (AL);0,566143539
Joviânia (GO);0,566085088
Santarém Novo (PA);0,565990601
Ouroeste (SP);0,56592355
Nossa Senhora de Lourdes (SE);0,565735123
Antônio Olinto (PR);0,56542803
Camacho (MG);0,565241512
Calumbi (PE);0,565230131
Itaquiraí (MS);0,56509294
Itaipé (MG);0,564851979
São Marcos (RS);0,564623493
Juti (MS);0,564618138
Catuípe (RS);0,564548705
Serra Dourada (BA);0,563982917
Sete Barras (SP);0,563745855
Boquira (BA);0,563677205
Ribeirão do Largo (BA);0,563439434
Salinas da Margarida (BA);0,563349784
Itatim (BA);0,563326516
Lajedo do Tabocal (BA);0,563312198
Dores do Rio Preto (ES);0,563202883
Medeiros Neto (BA);0,563013714
Igaci (AL);0,562978835
Quatiguá (PR);0,562931045
Santa Rita de Ibitipoca (MG);0,562691035
Palmeira do Piauí (PI);0,562634221
Estrela do Norte (SP);0,56223684
Oiapoque (AP);0,562206153
Poté (MG);0,562202556
Piraju (SP);0,562173172
São Geraldo da Piedade (MG);0,562010017
Espírito Santo do Dourado (MG);0,561925006
Ribeirão (PE);0,561904043
Barra (BA);0,561848018
Jaguarão (RS);0,561740183
Bertolínia (PI);0,561647175
Ivaí (PR);0,561627669
Francisco Sá (MG);0,561039369
Janiópolis (PR);0,560943791
Ouro Branco (AL);0,56059948
Colômbia (SP);0,560399188
Castelo do Piauí (PI);0,560293536
Palmitinho (RS);0,560061242
Ramilândia (PR);0,560061242
Carnaúba dos Dantas (RN);0,559903567
Tangará (SC);0,559889296
Nina Rodrigues (MA);0,559843949
Santana dos Montes (MG);0,559778708
Machacalis (MG);0,559651146
Coari (AM);0,559545721
Monte Alegre de Sergipe (SE);0,559485007
Ipixuna (AM);0,559133988
Manicoré (AM);0,559061392
Santa Maria do Pará (PA);0,558884212
Aragominas (TO);0,558605506
Gilbués (PI);0,5581073
Treviso (SC);0,558099102
Fartura (SP);0,558092395
Saldanha Marinho (RS);0,557396873
Remígio (PB);0,557039385
Seritinga (MG);0,55698229
Curiúva (PR);0,556798629
Santana de Cataguases (MG);0,556569888
Jardim (MS);0,556266156
Araponga (MG);0,556007617
Iati (PE);0,555811432
Umbuzeiro (PB);0,555211961
Santa Terezinha de Goiás (GO);0,555194575
Paranaiguara (GO);0,554944342
Pompéu (MG);0,554757734
Timbiras (MA);0,554700438
Parisi (SP);0,55468721
Cabrobó (PE);0,554612042
Barra do Chapéu (SP);0,554275708
Tapira (MG);0,553567088
São José de Caiana (PB);0,553469341
Porto (PI);0,553427592
Riachão do Dantas (SE);0,553241296
Entre-Ijuís (RS);0,55315068
Inaciolândia (GO);0,553029905
Mateiros (TO);0,553029905
Maracaí (SP);0,552957174
Pão de Açúcar (AL);0,552867406
São Manoel do Paraná (PR);0,55285746
Marajá do Sena (MA);0,552688869
Juarez Távora (PB);0,552320529
Queimadas (BA);0,552292191
Lagoa do Ouro (PE);0,55187129
Itambé do Mato Dentro (MG);0,551825047
Porto Mauá (RS);0,551825047
São João Batista do Glória (MG);0,551680817
Muricilândia (TO);0,551661155
São Patrício (GO);0,551567546
Casserengue (PB);0,551504637
Mormaço (RS);0,551424593
Ulianópolis (PA);0,551418139
Adelândia (GO);0,551344572
Prata (MG);0,551104649
Ipiranga do Norte (MT);0,550977715
Lagoa de Itaenga (PE);0,550924843
Miravânia (MG);0,550855718
Teolândia (BA);0,550673312
São Sebastião do Rio Verde (MG);0,550625427
Conceição do Mato Dentro (MG);0,550395633
Tabaporã (MT);0,550363705
Ninheira (MG);0,55020939
Cocalzinho de Goiás (GO);0,550126513
Alambari (SP);0,549938005
Aral Moreira (MS);0,549874046
Ibitirama (ES);0,549854243
Morrinhos do Sul (RS);0,549848467
São Pedro do Turvo (SP);0,549837039
Girau do Ponciano (AL);0,549578127
Bozano (RS);0,549516155
Maraã (AM);0,549124377
Luís Eduardo Magalhães (BA);0,548470394
Fontoura Xavier (RS);0,548126952
Crisópolis (BA);0,547769361
São Pedro da Serra (RS);0,547314639
Nova Olímpia (MT);0,547302997
Afrânio (PE);0,547067425
Lagoa de São Francisco (PI);0,546769629
Rafard (SP);0,546223699
Taperoá (PB);0,546137342
Campo Alegre de Goiás (GO);0,546025754
São Vicente de Minas (MG);0,545985628
Conceição do Pará (MG);0,545710642
Anhumas (SP);0,545652507
Jandaíra (BA);0,545584699
Anajás (PA);0,545560352
Santo Antônio de Pádua (RJ);0,545495583
Garça (SP);0,545351488
Rio Novo (MG);0,545152356
Capitólio (MG);0,544967105
Leme do Prado (MG);0,544579245
Barreirinhas (MA);0,544505408
São Sebastião do Maranhão (MG);0,54448855
Passo de Camaragibe (AL);0,544349584
Novo Cabrais (RS);0,544246732
Iguatama (MG);0,544225932
Campo Erê (SC);0,543968866
Tamboril do Piauí (PI);0,54396589
Uruçuca (BA);0,543941832
Ibaretama (CE);0,543747982
Cromínia (GO);0,543582489
Maxaranguape (RN);0,543376823
Piquerobi (SP);0,54320278
Lamarão (BA);0,543194173
Itaubal (AP);0,542856288
Malhada (BA);0,542829847
Jussara (PR);0,542669205
Cachoeira Dourada (GO);0,542464869
Jesuânia (MG);0,54226638
Tupanatinga (PE);0,542237709
Passagem (RN);0,542081747
Wagner (BA);0,5419534
Denise (MT);0,541675998
Vila Valério (ES);0,541213027
Sertaneja (PR);0,541213027
Joaquim Pires (PI);0,541135076
Januário Cicco (RN);0,541033639
Fernandes Pinheiro (PR);0,539915154
Ourolândia (BA);0,539666141
Sarandi (RS);0,539436694
Carlópolis (PR);0,539388174
Brejão (PE);0,539365069
João Alfredo (PE);0,539007181
Buriti Alegre (GO);0,538995575
Tanque d'Arca (AL);0,538971979
Bela Vista do Maranhão (MA);0,538909993
Itapissuma (PE);0,538540996
Caconde (SP);0,538143167
Wenceslau Braz (MG);0,537537556
São José do Piauí (PI);0,53752126
Canitar (SP);0,537509038
Inúbia Paulista (SP);0,537170772
Palestina (SP);0,537062909
Buritinópolis (GO);0,536910856
Gaurama (RS);0,536531749
Jaboticaba (RS);0,536200469
Conceição de Ipanema (MG);0,5361802
Alagoinha (PE);0,536177372
Niquelândia (GO);0,536073949
Pau D'Arco (PA);0,535981275
Nova Roma do Sul (RS);0,535903955
Água Fria (BA);0,535799776
Limoeiro de Anadia (AL);0,535787771
Salgado de São Félix (PB);0,535709165
Barreirinha (AM);0,535652917
